run,dataset,nin,nout,time,ftrain,ftest,atrain,atest,bestepoch,totalepochs,loss,stopreason
22,segmentation,19,7,12.9615672,0.9355711510517566,0.8714359068860578,0.9761904761904762,0.9666666666666667,338,360,0.02354644032128508,consecincrease
23,segmentation,19,7,8.1214544,0.8884496023375481,0.830521442202376,0.9476190476190476,0.9442857142857143,204,225,0.0340972365115146,consecincrease
24,segmentation,19,7,11.1500474,0.9106190418222482,0.8467239531278397,0.9666666666666667,0.9438095238095238,278,310,0.031106048737088512,consecincrease
25,segmentation,19,7,8.6864391,0.9184431401802196,0.8573081431983246,0.9904761904761905,0.9661904761904762,222,240,0.028628460254410466,consecincrease
26,segmentation,19,7,9.5513092,0.9217009297696812,0.8314586332362551,0.9714285714285714,0.9480952380952381,242,265,0.031872328594328016,consecincrease
27,segmentation,19,7,12.266713,0.9291668353726109,0.8521191233312725,0.9904761904761905,0.9647619047619047,321,340,0.032372406361150526,consecincrease
28,segmentation,19,7,10.0867967,0.939760655338061,0.8676317560899153,0.9904761904761905,0.9628571428571429,258,280,0.022801481695371446,consecincrease
29,segmentation,19,7,8.8583353,0.9275383380646538,0.8453498039369132,0.9571428571428572,0.9404761904761905,224,245,0.030491804361671364,consecincrease
30,segmentation,19,7,13.5048993,0.9348015787316429,0.8624987082680378,0.9857142857142858,0.9661904761904762,357,375,0.028195862829915635,consecincrease
1,shuttle,9,7,3139.8596932,0.48998902929057564,0.5006862612732768,0.9984367816091954,0.9983448275862069,512,580,0.0007508150166099829,consecincrease
2,shuttle,9,7,4448.1696307,0.4751602945945175,0.49503601909078127,0.9983908045977011,0.9984137931034482,738,825,0.0008060466082791154,consecincrease
3,shuttle,9,7,1025.3552531,0.47472011165539346,0.48867466965570533,0.9875172413793103,0.9864827586206897,189,190,0.0009292773712024745,consecincrease
4,shuttle,9,7,4322.4331047,0.6506190700980429,0.6283562807933143,0.9906666666666667,0.9902068965517241,791,800,0.0006480577261223834,consecincrease
5,shuttle,9,7,7527.410385,0.48944471371205217,0.5016047063900688,0.9986436781609196,0.9984137931034482,1056,1395,0.0007825963334369866,consecincrease
6,shuttle,9,7,626.1537556,0.4644594833970445,0.4856300318199342,0.9930344827586207,0.9924137931034482,109,115,0.0011035263146571069,consecincrease
7,shuttle,9,7,5371.8020559,0.4811034432712609,0.4891960033080179,0.9791954022988506,0.978,401,990,0.0007907279089605389,consecincrease
8,shuttle,9,7,1117.3533384,0.4524827324274496,0.46985428387748457,0.9884827586206897,0.9875172413793103,203,205,0.0010129385937954845,consecincrease
9,shuttle,9,7,4168.4817594,0.49372240377033183,0.5004856621724786,0.998367816091954,0.9981379310344828,774,775,0.0007544434236311354,consecincrease
10,shuttle,9,7,2832.8396504,0.4910036045835479,0.5004899361554932,0.997632183908046,0.998,518,530,0.0007991939084658578,consecincrease
11,shuttle,9,7,2190.1788229,0.5151873674809997,0.49559617599455746,0.9895632183908046,0.989103448275862,381,410,0.0007561541365831055,consecincrease
12,shuttle,9,7,16199.4095475,0.6007271739942597,0.556196028079412,0.9987586206896552,0.9986896551724138,2549,3000,0.0007300543447975041,maxiter
13,shuttle,9,7,5726.644722,0.4889857781279901,0.4942948517586679,0.9984367816091954,0.9982758620689656,925,1060,0.0007736595561702193,consecincrease
14,shuttle,9,7,5364.7328363,0.48834891084048293,0.49960906308540853,0.9965977011494253,0.9964827586206897,965,985,0.0007818570957862982,consecincrease
15,shuttle,9,7,2368.4628744,0.489945005884424,0.5005167136333556,0.997632183908046,0.9979310344827587,416,435,0.0007912279885779251,consecincrease
