run,dataset,nin,nout,time,ftrain,ftest,nsel,nenhanced,sel
7,mushroom,140,2,120.715125,1.0,1.0,"12","0","100000000000000000000000010000100000000000000000001010000000000000000000000000000000000101100100011001000000000000000000000000000000000000000"
8,mushroom,140,2,135.3418279,1.0,1.0,"12","0","100000000000000000000100010000000000000010000000000000110000010000000000000000000000000010010000011001000000000000000000000000000000000000000"
9,mushroom,140,2,118.6669894,1.0,1.0,"13","0","100000000000000000000000011110110000000010000000000010000000000000000000000000000000000101000000001001000000000000000000000000000000000000000"
10,mushroom,140,2,130.8537524,1.0,1.0,"14","0","100000000000000000000010010001000001010000000000000101010000000000000000000000000000110010000000001001000000000000000000000000000000000000000"
11,mushroom,140,2,119.3298523,1.0,1.0,"14","0","100000000000000000000010010001000000010000000000001010000000000000000000000000000000000101100100011001000000000000000000000000000000000000000"
12,mushroom,140,2,145.6300381,1.0,1.0,"16","0","100000000000000000000100011101111010100000000000000001000100010000000000000000000000000000010000001000000000000000000000000000000000000000000"
13,mushroom,140,2,146.3060367,1.0,1.0,"14","0","100000000000000000000000010001000000010000000000000001110000010000000000100000000000000011000000011001000000000000000000000000000000000000000"
14,mushroom,140,2,116.4270442,1.0,1.0,"12","0","100000000000000000000011110100000000100010000000000001000000010000000000000000000000000000010000001000000000000000000000000000000000000000000"
15,mushroom,140,2,117.7486483,1.0,1.0,"12","0","100000000000000000000010010000100000000010000000000010000000000000000000000000000000000100101000011001000000000000000000000000000000000000000"
16,mushroom,140,2,113.0017585,1.0,1.0,"12","0","100000000000000000000010010000000000000000000000001010100000000000000000000000000000000011010000011001000000000000000000000000000000000000000"
17,mushroom,140,2,108.0886219,1.0,1.0,"12","0","100000000000000000000000010001100000000000000000001010000000000000000000000000000000000010010100011001000000000000000000000000000000000000000"
18,mushroom,140,2,121.7013576,1.0,1.0,"12","0","100000000000000000000000010001100000000000000000000110000000000000000000000000000000000010010100011001000000000000000000000000000000000000000"
19,mushroom,140,2,133.6589077,1.0,1.0,"13","0","100000000000000000000000010001000001000010000000001000100000000000000000000000000000010101000100001001000000000000000000000000000000000000000"
20,mushroom,140,2,117.8297174,1.0,1.0,"15","0","100000000000000000000011110000000001010010000000000001100000010000000000000000000000000000110000011000000000000000000000000000000000000000000"
21,mushroom,140,2,119.9805775,1.0,1.0,"12","0","100000000000000000000010010000000000000000000000000011010000010000000000000000000000000010100000011001000000000000000000000000000000000000000"
22,mushroom,140,2,132.9323185,1.0,1.0,"14","0","100000000000000000000000000011001000100000000000001011010000000000000000000000000000010010000100001001000000000000000000000000000000000000000"
23,mushroom,140,2,128.3205516,1.0,1.0,"12","0","100000000000000000000100010000000000000000000000001010100000000000000000000000000000000011010000011001000000000000000000000000000000000000000"
24,mushroom,140,2,110.2515676,1.0,1.0,"14","0","100000000000000000000101110000000000010000000000000010000000000000000010000000000000000010110000011001000000000000000000000000000000000000000"
25,mushroom,140,2,106.0015361,1.0,1.0,"13","0","100000000000000000000100010010100000000000000000001010000000000000000000000000000000000100010100011001000000000000000000000000000000000000000"
1,soybean,105,19,145.4832449,0.10722284434490481,0.09766081871345028,"2","0","0000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000"
2,soybean,105,19,129.7665256,0.1987446911456373,0.15644571517485512,"4","0","1000100000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000"
3,soybean,105,19,123.2440949,0.15284266109074546,0.13859473508596315,"3","0","0000000000000010000000000000100000000000000000000000000010000000000000000000000000000000000000000000000000"
4,soybean,105,19,128.1305302,0.10193753614806246,0.09619139874225441,"3","0","1000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000"
5,soybean,105,19,141.7032517,0.1987446911456373,0.15644571517485512,"4","0","1000100000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000000000000"
6,soybean,105,19,130.319308,0.10722284434490481,0.09766081871345028,"2","0","0000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000"
